wavelength [nm],min loss [dB],max loss [dB]
1544.1135102728133,-25.4128854,-52.3338147
1544.1147816602308,-25.2888872,-52.4723677
1544.1160530497418,-25.2733084,-57.1667141
1544.1173244413467,-25.0585145,-58.6623936
1544.118595835045,-24.9462249,-54.2055905
1544.1198672308371,-25.0850144,-54.1177772
1544.1211386287227,-25.0172553,-52.4344174
1544.1224100287022,-24.851615,-58.1793679
1544.1236814307754,-25.0004147,-59.5747883
1544.1249528349424,-25.1112541,-52.4697149
1544.1262242412029,-24.9504395,-60.2551795
1544.1274956495572,-24.9389472,-53.1949394
1544.128767060005,-24.8736399,-57.0377944
1544.1300384725469,-24.805757,-57.8658732
1544.1313098871822,-24.7911059,-51.8137489
1544.1325813039116,-24.6684775,-56.4249676
1544.1338527227342,-24.7981661,-60.9610405
1544.135124143651,-24.8724993,-51.8723034
1544.1363955666613,-24.8620965,-51.0098255
1544.1376669917656,-24.7491109,-56.9208714
1544.1389384189633,-24.4663524,-50.6366402
1544.1402098482552,-24.7548971,-56.1609089
1544.1414812796404,-24.9425237,-63.3535975
1544.1427527131198,-24.8160459,-50.4489503
1544.1440241486926,-24.8359798,-54.381942
1544.1452955863595,-24.7124168,-55.3356805
1544.14656702612,-24.8681108,-56.90093
1544.1478384679745,-24.7443062,-55.3928492
1544.1491099119226,-24.403806,-54.1265921
1544.1503813579645,-24.5370874,-53.9736952
1544.1516528061002,-24.3725026,-56.3012601
1544.15292425633,-24.3382052,-54.1915678
1544.154195708653,-24.3219372,-56.4299488
1544.1554671630704,-24.1327051,-56.1184377
1544.1567386195813,-24.6017821,-57.4511195
1544.1580100781864,-24.5256209,-52.298038
1544.159281538885,-24.2350501,-54.4975324
1544.1605530016777,-24.6827862,-60.2060556
1544.161824466564,-24.5437521,-72.1156719
1544.1630959335444,-24.290694,-57.996592
1544.1643674026184,-24.4890561,-59.2974902
1544.1656388737865,-24.5010509,-69.2422234
1544.166910347048,-24.4055142,-59.7238178
1544.168181822404,-24.4731077,-56.7439972
1544.1694532998536,-24.6164914,-57.2827832
1544.1707247793972,-24.4367897,-62.2282783
1544.1719962610343,-24.3466767,-73.0792341
1544.1732677447658,-24.5052316,-60.8084558
1544.1745392305909,-24.4585328,-63.6707267
1544.17581071851,-24.4942233,-58.3844651
1544.177082208523,-24.3900726,-56.9604634
1544.1783537006302,-24.1011867,-59.1757871
1544.179625194831,-24.2480342,-59.3997338
1544.1808966911258,-24.5159107,-74.2155526
1544.1821681895144,-24.3262736,-64.212937
1544.1834396899972,-24.1652753,-66.9279735
1544.1847111925738,-24.400853,-56.5163892
1544.1859826972443,-24.348145,-57.9427573
1544.1872542040087,-24.2103879,-60.9265096
1544.1885257128672,-24.3163526,-59.7380919
1544.1897972238196,-24.1062548,-65.4832664
1544.1910687368659,-24.1933226,-62.6691577
1544.1923402520065,-24.3837675,-52.9522069
1544.1936117692408,-24.163175,-59.2411788
1544.1948832885691,-24.2859307,-54.3605797
1544.1961548099912,-24.2525311,-57.7646109
1544.1974263335078,-24.1216202,-78.8842751
1544.1986978591178,-24.1288315,-80.0231867
1544.1999693868224,-23.8857823,-71.7011977
1544.2012409166205,-24.1765425,-62.4922291
1544.202512448513,-24.3617593,-69.8032217
1544.2037839824993,-24.0295623,-75.846768
1544.2050555185797,-24.171282,-63.1899468
1544.2063270567542,-24.2275241,-63.5515036
1544.2075985970225,-24.3083549,-57.9953849
1544.208870139385,-24.4086076,-56.9762177
1544.2101416838416,-24.015447,-61.9456373
1544.211413230392,-24.0517342,-72.4240706
1544.2126847790369,-24.2407797,-57.6436687
1544.2139563297756,-24.0166547,-58.0153078
1544.2152278826084,-23.9805224,-54.1046749
1544.216499437535,-24.1814032,-64.3634908
1544.2177709945563,-24.2617162,-61.8065929
1544.219042553671,-24.0300746,-72.5922455
1544.2203141148802,-23.916336,-57.1843252
1544.2215856781834,-24.1167585,-60.7119863
1544.2228572435808,-24.1867411,-55.8831062
1544.224128811072,-24.1302264,-54.2882185
1544.2254003806577,-23.9209286,-60.3603224
1544.2266719523373,-23.7837966,-51.3631609
1544.227943526111,-23.8804749,-70.6725847
1544.2292151019788,-23.7965759,-58.5167705
1544.230486679941,-23.8270621,-60.7361556
1544.231758259997,-24.0872228,-59.1823046
1544.2330298421473,-24.0415462,-67.5116867
1544.2343014263915,-23.8742624,-69.2479639
1544.2355730127304,-23.9736132,-61.7828065
1544.2368446011628,-24.0862661,-68.8924253
1544.2381161916899,-23.953097,-62.5567537
1544.2393877843108,-23.900354,-61.9569225
1544.240659379026,-23.9601109,-61.3213485
1544.2419309758354,-23.9320348,-60.7511091
1544.2432025747391,-23.9679255,-59.8061884
1544.2444741757367,-23.9200246,-54.0481099
1544.2457457788287,-23.8493317,-58.7310941
1544.2470173840147,-23.9189259,-60.8443937
1544.2482889912953,-24.0097696,-56.5864349
1544.2495606006696,-23.9891644,-50.4288429
1544.2508322121387,-23.8477311,-64.6425337
1544.2521038257016,-23.8017012,-55.570619
1544.2533754413587,-23.8954543,-87.0863428
1544.2546470591103,-23.8852411,-62.788141
1544.2559186789558,-23.7819567,-61.9265199
1544.257190300896,-23.6984096,-57.7478224
1544.2584619249299,-23.8836929,-61.9479569
1544.2597335510584,-23.8766713,-58.5085634
1544.261005179281,-23.6173137,-57.8256525
1544.262276809598,-23.9991865,-57.895851
1544.263548442009,-24.1254828,-56.730391
1544.2648200765145,-23.7125676,-48.2738908
1544.2660917131143,-23.8981479,-61.4333202
1544.2673633518084,-24.0776449,-54.8681557
1544.2686349925964,-23.937653,-54.6978283
1544.2699066354792,-23.8160309,-56.2721933
1544.2711782804558,-23.7451688,-62.2685398
1544.272449927527,-23.9414022,-67.4439557
1544.2737215766924,-23.7150969,-56.8690442
1544.2749932279523,-23.4201788,-59.3095768
1544.2762648813064,-23.6781559,-61.7166311
1544.277536536755,-23.8152342,-63.5410636
1544.2788081942974,-23.8538419,-52.1418087
1544.2800798539347,-23.6874163,-57.8210212
1544.281351515666,-23.443158,-54.8926928
1544.2826231794918,-23.6243584,-62.8354651
1544.2838948454119,-23.6625356,-52.8416009
1544.2851665134265,-23.6328117,-53.8897995
1544.2864381835352,-23.6417734,-53.6318312
1544.2877098557383,-23.5517142,-56.3283597
1544.2889815300357,-23.6430168,-59.5596818
1544.290253206428,-23.6402127,-61.7812629
1544.291524884914,-23.560181,-60.0373777
1544.2927965654949,-23.4961929,-56.8338085
1544.2940682481697,-23.5004703,-61.1137178
1544.2953399329392,-23.7679679,-56.9637655
1544.2966116198031,-23.6457295,-65.9633617
1544.2978833087614,-23.5449476,-60.015386
1544.299154999814,-23.715658,-56.2343743
1544.300426692961,-23.5714739,-59.3177091
1544.3016983882026,-23.7472577,-58.864053
1544.3029700855386,-23.8652516,-52.7662751
1544.3042417849688,-23.6984194,-52.0645034
1544.3055134864937,-23.8913511,-66.0797387
1544.3067851901128,-23.8259207,-64.8119895
1544.3080568958264,-23.5753674,-60.6880877
1544.3093286036344,-23.5227166,-72.2884733
1544.3106003135372,-23.562859,-60.9776092
1544.311872025534,-23.7033914,-64.835036
1544.3131437396257,-23.5466486,-56.5807879
1544.3144154558115,-23.5301253,-63.3203826
1544.315687174092,-23.7110944,-52.7037369
1544.316958894467,-23.5630638,-53.8332064
1544.3182306169365,-23.6510765,-70.8446382
1544.3195023415003,-23.7848532,-54.3115118
1544.3207740681587,-23.5210856,-63.4554481
1544.3220457969117,-23.54057,-56.4470998
1544.3233175277592,-23.8169338,-59.119978
1544.3245892607008,-23.6290804,-51.9403825
1544.3258609957375,-23.3939522,-51.6479659
1544.3271327328684,-23.583451,-53.5647234
1544.3284044720938,-23.6164451,-62.7340783
1544.329676213414,-23.4315798,-56.7370905
1544.3309479568284,-23.5335728,-58.0167628
1544.3322197023376,-23.6612781,-51.4484822
1544.3334914499412,-23.6700269,-54.4263324
1544.3347631996396,-23.6871453,-58.4751673
1544.336034951432,-23.6079235,-51.8211825
1544.3373067053196,-23.4721822,-60.4163754
1544.3385784613015,-23.5570003,-56.0800986
1544.339850219378,-23.7284744,-56.0658541
1544.341121979549,-23.4848657,-50.3258205
1544.3423937418147,-23.4022214,-58.7699733
1544.3436655061748,-23.588932,-54.5543361
1544.3449372726297,-23.3558821,-65.1931502
1544.346209041179,-23.3777191,-61.6998709
1544.347480811823,-23.5788547,-57.9245103
1544.3487525845617,-23.4239577,-66.6609482
1544.350024359395,-23.393657,-61.2912649
1544.3512961363228,-23.3942926,-59.3178071
1544.3525679153454,-23.3682901,-47.8950966
1544.3538396964625,-23.4034056,-63.6558803
1544.3551114796742,-23.4135538,-59.5118574
1544.3563832649806,-23.620281,-67.8177437
1544.3576550523817,-23.5708675,-49.1799602
1544.3589268418773,-23.3667085,-60.2879446
1544.360198633468,-23.4884572,-54.3004523
1544.3614704271527,-23.5223613,-54.8933812
1544.3627422229324,-23.5304614,-58.1400101
1544.3640140208067,-23.7077861,-52.963815
1544.3652858207759,-23.7018295,-63.1838817
1544.3665576228395,-23.5764205,-58.0625419
1544.367829426998,-23.5778637,-66.4705801
1544.369101233251,-23.6902673,-58.5731566
1544.370373041599,-23.6297211,-57.2837341
1544.3716448520413,-23.4055321,-59.7329463
1544.3729166645787,-23.4993056,-56.9900611
1544.3741884792105,-23.6871686,-50.8210742
1544.3754602959373,-23.525859,-58.5088379
1544.3767321147586,-23.5218264,-62.4214121
1544.3780039356748,-23.6254453,-54.07478
1544.3792757586855,-23.491066,-58.0357021
1544.3805475837912,-23.5302239,-53.9679827
1544.3818194109913,-23.6071122,-63.9856816
1544.3830912402866,-23.5441214,-65.582787
1544.3843630716763,-23.6648503,-51.0328448
1544.385634905161,-23.6511315,-60.3962872
1544.3869067407402,-23.4389018,-55.2603337
1544.3881785784145,-23.6249542,-61.9751157
1544.3894504181833,-23.7987377,-57.8412158
1544.3907222600471,-23.4821537,-56.6401736
1544.3919941040053,-23.5783117,-68.9185231
1544.3932659500588,-23.8990228,-55.4611228
1544.3945377982068,-23.6099442,-55.0450771
1544.3958096484498,-23.5510712,-84.3554095
1544.3970815007872,-23.6849216,-52.1810289
1544.3983533552198,-23.5175208,-54.0713555
1544.399625211747,-23.6643189,-53.9705678
1544.4008970703692,-23.8419953,-51.2895951
1544.4021689310864,-23.7728169,-53.9040455
1544.403440793898,-23.6177392,-54.7497168
1544.4047126588048,-23.3850127,-53.1139505
1544.4059845258062,-23.4734878,-65.8703195
1544.4072563949026,-23.5960113,-57.4609163
1544.4085282660935,-23.5449316,-66.3991235
1544.4098001393797,-23.5728748,-64.0147191
1544.4110720147605,-23.4843514,-64.2763301
1544.4123438922363,-23.4125785,-54.6449426
1544.413615771807,-23.4216585,-50.3976085
1544.4148876534725,-23.4703237,-62.5403204
1544.4161595372327,-23.5376391,-53.4762062
1544.4174314230881,-23.2531256,-80.1989243
1544.4187033110381,-23.092854,-65.1905893
1544.4199752010834,-23.4826009,-54.1532117
1544.4212470932234,-23.750862,-53.3948377
1544.4225189874583,-23.4656634,-58.1187858
1544.4237908837881,-23.2692094,-57.3419536
1544.425062782213,-23.5766417,-53.3185944
1544.4263346827324,-23.6714068,-56.104247
1544.4276065853471,-23.4887212,-59.5501136
1544.4288784900566,-23.7251069,-61.4023366
1544.430150396861,-23.7445585,-64.3693259
1544.4314223057604,-23.3503206,-60.805456
1544.432694216755,-23.5131979,-54.0942685
1544.433966129844,-23.8948405,-55.1287374
1544.4352380450287,-23.7101248,-75.3501355
1544.4365099623076,-23.5181732,-53.5528131
1544.437781881682,-23.5994272,-54.3517524
1544.4390538031512,-23.6543498,-66.7827912
1544.4403257267154,-23.6809479,-64.2659841
1544.4415976523744,-23.6721297,-66.4504077
1544.4428695801287,-23.6912785,-53.6753214
1544.4441415099777,-23.635828,-51.9398658
1544.445413441922,-23.3579857,-53.9060851
1544.4466853759611,-23.4560101,-56.7730997
1544.4479573120955,-23.6590074,-59.0572858
1544.4492292503246,-23.407228,-48.1862246
1544.450501190649,-23.3629608,-57.8285348
1544.4517731330682,-23.4414968,-52.1667026
1544.4530450775826,-23.3805042,-53.9241277
1544.4543170241918,-23.5676377,-59.7519451
1544.4555889728963,-23.6673217,-61.430108
1544.4568609236956,-23.4345393,-57.7622928
1544.4581328765903,-23.4743158,-62.4616308
1544.4594048315796,-23.7106938,-58.5690909
1544.4606767886644,-23.4913097,-68.4662293
1544.461948747844,-23.2942994,-54.6194838
1544.4632207091188,-23.3937278,-56.3643057
1544.4644926724886,-23.3339879,-82.6880888
1544.4657646379537,-23.3967579,-55.6695675
1544.4670366055136,-23.4221543,-81.1935657
1544.4683085751687,-23.2505817,-59.7505054
1544.469580546919,-23.3946137,-52.5518006
1544.4708525207643,-23.4081215,-66.4324626
1544.4721244967047,-23.3672498,-60.8591742
1544.4733964747404,-23.5523324,-64.7586428
1544.474668454871,-23.3356915,-69.803108
1544.475940437097,-23.1973784,-62.7079541
1544.477212421418,-23.4116649,-52.195951
1544.478484407834,-23.4212224,-60.3742142
1544.4797563963452,-23.4219597,-68.8504505
1544.4810283869517,-23.4914057,-54.9847171
1544.4823003796532,-23.4764699,-58.4424914
1544.4835723744497,-23.5634086,-59.1188491
1544.4848443713418,-23.5412049,-53.7190622
1544.4861163703288,-23.3332717,-66.4158147
1544.487388371411,-23.3919107,-59.16969
1544.4886603745883,-23.5676116,-63.3338916
1544.489932379861,-23.4600525,-58.3548944
1544.4912043872287,-23.5501437,-54.6729099
1544.4924763966917,-23.7815951,-52.9173564
1544.4937484082498,-23.5045825,-60.1532012
1544.4950204219033,-23.3196172,-51.276134
1544.4962924376516,-23.4530155,-57.3467519
1544.4975644554956,-23.3582966,-59.1892019
1544.4988364754345,-23.304932,-51.1034633
1544.5001084974688,-23.3864161,-56.7533208
1544.5013805215983,-23.2717072,-55.2787686
1544.5026525478231,-23.2345582,-61.7162412
1544.503924576143,-23.3434284,-58.1922424
1544.5051966065582,-23.3694511,-54.5807848
1544.5064686390685,-23.322535,-54.7377301
1544.5077406736743,-23.111668,-54.492559
1544.5090127103751,-23.0429527,-57.2209098
1544.5102847491717,-23.1944935,-56.3958562
1544.511556790063,-23.103901,-60.4977239
1544.5128288330498,-23.2618687,-53.4668704
1544.5141008781318,-23.4327382,-56.7215854
1544.5153729253093,-22.851313,-53.1037589
1544.5166449745818,-22.6597604,-56.7356053
1544.5179170259498,-23.0810819,-51.2585018
1544.519189079413,-23.0966426,-64.4608413
1544.5204611349716,-23.0318345,-55.2129195
1544.5217331926256,-23.1644726,-72.816909
1544.5230052523748,-23.1826159,-56.9433833
1544.5242773142193,-23.2431119,-57.4624078
1544.5255493781592,-23.3087684,-58.8914886
1544.5268214441942,-23.1642168,-56.775184
1544.5280935123249,-23.136926,-58.5696117
1544.5293655825506,-23.3956617,-54.3856395
1544.530637654872,-23.4198627,-53.8991673
1544.5319097292884,-23.1495922,-56.1513108
1544.5331818058005,-23.0478803,-59.6220177
1544.5344538844076,-23.1547071,-56.0458083
1544.5357259651105,-23.3252342,-51.29085
1544.5369980479084,-23.1174068,-65.0312335
1544.538270132802,-22.8211184,-54.5890216
1544.5395422197907,-22.999723,-54.2372751
1544.540814308875,-23.1556004,-55.6054204
1544.5420864000546,-23.069382,-58.4417374
1544.5433584933296,-23.0557172,-55.1722438
1544.5446305886999,-23.010361,-59.0317396
1544.5459026861658,-22.9310734,-61.2334018
1544.547174785727,-22.9475182,-63.9917758
1544.5484468873838,-23.047456,-60.2842554
1544.549718991136,-23.1038908,-59.0526733
1544.5509910969836,-23.0497698,-54.421446
1544.5522632049265,-22.9971708,-56.3560512
1544.5535353149648,-23.018505,-77.7867711
1544.554807427099,-23.0628562,-56.6718243
1544.556079541328,-23.0131566,-50.7900719
1544.557351657653,-23.0496511,-60.5974352
1544.558623776073,-23.1959617,-54.3674174
1544.5598958965888,-23.2591962,-62.1740946
1544.5611680192,-23.2070363,-52.1811646
1544.5624401439068,-22.9792557,-59.905872
1544.563712270709,-22.9950762,-54.5296211
1544.5649843996066,-23.1737008,-62.2394086
1544.5662565305997,-22.990563,-56.9874091
1544.5675286636883,-22.9537988,-72.1691961
1544.5688007988724,-23.1169423,-51.3265162
1544.5700729361522,-23.0094795,-60.2745724
1544.5713450755272,-22.8685515,-55.5130379
1544.5726172169982,-22.9777551,-58.8867697
1544.5738893605642,-23.0470068,-65.2532197
1544.575161506226,-22.8704315,-55.3893393
1544.5764336539833,-22.9217042,-53.5473723
1544.5777058038364,-23.0097732,-58.4588248
1544.5789779557845,-22.9722801,-53.5033341
1544.5802501098285,-23.145848,-55.0540156
1544.581522265968,-22.9684149,-61.5981011
1544.582794424203,-22.8871552,-69.6899564
1544.5840665845337,-23.1931397,-55.0953968
1544.58533874696,-23.1614655,-53.2255595
1544.5866109114816,-23.2688796,-69.9834246
1544.5878830780991,-23.2966425,-52.8216903
1544.589155246812,-23.089568,-58.28955
1544.5904274176205,-23.1357753,-55.0742907
1544.5916995905247,-23.0605439,-55.7918011
1544.5929717655245,-23.1840291,-55.7199418
1544.5942439426196,-23.1496363,-61.7088574
1544.5955161218108,-22.9801435,-59.148486
1544.5967883030974,-23.2432653,-60.0837423
1544.5980604864797,-23.1614908,-58.5204499
1544.5993326719574,-23.1925623,-57.0593534
1544.600604859531,-23.3285341,-49.8542378
1544.6018770492,-23.0543442,-57.6111337
1544.603149240965,-23.1559794,-55.1591975
1544.604421434825,-23.1420759,-66.8894963
1544.6056936307814,-22.9159907,-56.9456195
1544.606965828833,-22.9361694,-55.3621797
1544.6082380289806,-22.9220468,-53.8775662
1544.6095102312236,-23.1155291,-50.5787353
1544.6107824355624,-23.193899,-63.8923955
1544.6120546419968,-23.0861913,-57.7000524
1544.6133268505268,-22.9427751,-53.5748083
1544.6145990611526,-22.8694246,-59.1502827
1544.6158712738743,-23.1166694,-55.127589
1544.6171434886915,-23.0935119,-55.4146711
1544.6184157056043,-23.1976264,-60.3838322
1544.619687924613,-23.42857,-61.5761497
1544.6209601457174,-23.1230268,-51.4460677
1544.6222323689174,-23.1491428,-78.659316
1544.6235045942133,-23.2607401,-57.1923363
1544.6247768216049,-23.1274233,-62.2745808
1544.6260490510922,-23.1940463,-63.6492186
1544.6273212826752,-23.2009137,-55.1757395
1544.628593516354,-23.2411051,-57.4200754
1544.6298657521286,-23.1775881,-51.5881862
1544.6311379899987,-23.1617838,-53.6481508
1544.632410229965,-23.3115482,-59.0424578
1544.6336824720265,-23.2093506,-56.502139
1544.6349547161842,-23.2275268,-54.9947182
1544.6362269624376,-23.2852989,-53.069058
1544.637499210787,-23.291071,-60.3495753
1544.6387714612317,-23.4225962,-56.3371395
1544.6400437137727,-23.1950033,-52.2578653
1544.6413159684091,-23.0523601,-56.1983973
1544.6425882251415,-23.2740191,-54.3655274
1544.6438604839695,-23.3014659,-51.4494287
1544.6451327448935,-23.2236522,-56.8170817
1544.6464050079132,-23.3428688,-59.9624182
1544.647677273029,-23.4389767,-56.8699962
1544.6489495402404,-23.3557603,-57.1452084
1544.650221809548,-23.4745308,-98.1856965
1544.651494080951,-23.4931384,-57.4008303
1544.65276635445,-23.2745297,-67.0684882
1544.6540386300449,-23.3906468,-73.2414172
1544.6553109077356,-23.4989555,-54.979679
1544.656583187522,-23.3248503,-57.0647153
1544.6578554694047,-23.1006146,-57.5863538
1544.6591277533828,-23.0613787,-71.3482275
1544.660400039457,-23.2169468,-54.6078535
1544.661672327627,-23.1391477,-59.3680361
1544.6629446178931,-23.1874344,-66.6842671
1544.664216910255,-23.2575173,-57.7291805
1544.6654892047127,-23.0412858,-58.9440751
1544.6667615012664,-23.2172444,-80.3662694
1544.668033799916,-23.3234505,-65.0227044
1544.6693061006613,-23.010476,-67.5491895
1544.670578403503,-22.9674181,-65.0529025
1544.6718507084402,-23.1141676,-57.8993771
1544.6731230154735,-23.2124121,-51.3965146
1544.6743953246025,-23.1123232,-53.6293257
1544.675667635828,-22.9753466,-64.4074713
1544.6769399491488,-23.0583219,-59.7721568
1544.678212264566,-23.1254034,-65.4318334
1544.6794845820789,-23.1202094,-54.5340594
1544.680756901688,-23.0936005,-53.7724943
1544.6820292233926,-23.230397,-78.4005174
1544.6833015471937,-23.4176882,-64.8332696
1544.6845738730906,-23.5029316,-63.8870735
1544.6858462010835,-23.5829269,-67.0511931
1544.6871185311722,-23.3157402,-58.8560626
1544.6883908633572,-23.2216304,-74.4356769
1544.6896631976379,-23.4841693,-63.4949349
1544.690935534015,-23.3885179,-54.1684484
1544.6922078724876,-23.3728519,-61.5077222
1544.6934802130565,-23.4765179,-54.2814933
1544.6947525557214,-23.4280656,-70.4687018
1544.6960249004824,-23.2840536,-59.3114853
1544.697297247339,-22.9829426,-61.4699085
1544.6985695962921,-23.1746989,-57.7024959
1544.6998419473412,-23.4218301,-55.3282506
1544.7011143004863,-23.2102496,-59.858093
1544.7023866557274,-23.3712375,-57.1647018
1544.7036590130645,-23.5360044,-50.2558157
1544.7049313724979,-23.4124217,-61.6559339
1544.706203734027,-23.3086843,-60.1850491
1544.7074760976525,-23.127693,-53.6477351
1544.7087484633737,-23.3183438,-66.2398322
1544.7100208311915,-23.5565737,-53.9325086
1544.7112932011048,-23.3756867,-68.7051702
1544.7125655731147,-23.3048681,-53.5901607
1544.7138379472203,-23.4161832,-62.7354469
1544.7151103234223,-23.5012387,-58.662394
1544.7163827017202,-23.3701555,-61.293457
1544.7176550821146,-23.2232829,-59.6331819
1544.7189274646046,-23.5018381,-63.1261364
1544.720199849191,-23.6571378,-56.1383102
1544.7214722358733,-23.4731571,-51.3084466
1544.722744624652,-23.4984341,-58.1745184
1544.7240170155267,-23.5429432,-66.4921929
1544.7252894084977,-23.4710256,-53.5215816
1544.7265618035647,-23.5068166,-56.1640785
1544.727834200728,-23.6317345,-61.388715
1544.729106599987,-23.7164734,-61.1628295
1544.7303790013427,-23.6323293,-63.4713758
1544.7316514047943,-23.5454428,-62.2661772
1544.7329238103423,-23.631996,-53.9449334
1544.7341962179862,-23.7958811,-55.0133703
1544.7354686277265,-23.7978078,-54.585675
1544.7367410395627,-23.6851117,-50.7829494
1544.7380134534956,-23.8004503,-52.4242391
1544.739285869524,-23.9356097,-59.6312863
1544.7405582876493,-23.8033802,-64.7386542
1544.7418307078703,-23.5602586,-53.2460749
1544.743103130188,-23.5214412,-55.3299129
1544.7443755546014,-23.8219274,-61.6323003
1544.7456479811115,-23.8481046,-53.3132835
1544.7469204097174,-23.7628867,-55.2241539
1544.74819284042,-24.1344827,-67.3584934
1544.7494652732184,-24.1416173,-58.4124448
1544.7507377081133,-23.9141916,-68.2472973
1544.7520101451044,-23.9822343,-57.1827661
1544.7532825841918,-24.0654827,-63.8640723
1544.754555025375,-24.2291114,-58.3854129
1544.7558274686553,-24.2214791,-55.8728207
1544.7570999140312,-24.1676527,-57.3112951
1544.7583723615037,-24.2010639,-56.2086688
1544.7596448110723,-24.1379732,-62.6041878
1544.7609172627374,-24.4621437,-54.0006806
1544.7621897164986,-24.5938763,-64.3198718
1544.7634621723564,-24.3296511,-57.4408207
1544.7647346303102,-24.4085388,-59.9216046
1544.7660070903603,-24.4649528,-53.6783361
1544.7672795525068,-24.5288319,-55.1171854
1544.7685520167497,-24.4417811,-65.7179949
1544.7698244830888,-24.3310069,-53.3604454
1544.7710969515244,-24.7329459,-59.572831
1544.772369422056,-24.8146882,-54.5202176
1544.7736418946843,-24.6909219,-52.504338
1544.7749143694089,-24.8404647,-58.6226267
1544.7761868462296,-24.6684706,-54.7185674
1544.777459325147,-24.526469,-58.1652964
1544.7787318061605,-24.8195884,-62.568702
1544.7800042892704,-25.0984472,-55.7656427
1544.7812767744767,-25.0083311,-55.1108641
1544.7825492617794,-25.1281323,-53.656534
1544.7838217511783,-25.3731236,-53.067956
1544.785094242674,-25.1248716,-52.6618123
1544.7863667362656,-25.3569179,-55.5860792
1544.787639231954,-25.8783874,-54.8451683
1544.7889117297386,-25.7704097,-58.0696487
1544.7901842296196,-25.5456104,-65.050675
1544.791456731597,-25.4495604,-55.8303817
1544.792729235671,-25.6515865,-62.5603477
1544.7940017418412,-25.6146261,-63.6415745
1544.795274250108,-25.3647476,-54.8744229
1544.796546760471,-25.8511016,-55.9220257
1544.7978192729308,-26.111932,-55.0875938
1544.7990917874868,-25.8938132,-61.2207812
1544.8003643041393,-26.1742952,-58.6357794
1544.8016368228882,-26.3652207,-51.9908239
1544.8029093437337,-26.4548895,-57.5022966
1544.8041818666754,-26.6027133,-69.53777
1544.8054543917137,-26.3540136,-63.1373344
1544.8067269188484,-26.4084917,-58.1421527
1544.80799944808,-26.9533788,-69.4354112
1544.8092719794076,-27.0017371,-61.6098577
1544.810544512832,-26.853138,-60.9909525
1544.8118170483526,-27.094708,-59.3883088
1544.81308958597,-27.1936052,-61.8349559
1544.8143621256836,-27.005913,-60.1457053
1544.815634667494,-27.0953929,-58.6661919
1544.8169072114006,-27.5091031,-53.694466
1544.818179757404,-27.5924136,-53.8655352
1544.8194523055038,-27.3662248,-53.4269238
1544.8207248557003,-27.6502023,-52.4468579
1544.8219974079932,-27.7558541,-51.597349
1544.8232699623827,-27.6878996,-65.7805262
1544.8245425188686,-27.8342909,-59.9864803
1544.8258150774511,-27.6043348,-53.3973983
1544.8270876381303,-27.8924853,-57.0743187
1544.828360200906,-28.2452229,-51.055841
1544.8296327657781,-27.6417318,-65.3974395
1544.830905332747,-27.7246213,-61.9256692
1544.8321779018122,-28.0339629,-53.1950045
1544.8334504729744,-27.8238256,-51.8912611
1544.8347230462327,-27.8097713,-62.4007903
1544.8359956215882,-27.7647659,-62.4003741
1544.8372681990397,-27.9208881,-56.1558843
1544.8385407785881,-27.9719596,-59.6496643
1544.839813360233,-27.8020709,-53.3071127
1544.8410859439748,-28.0740238,-52.2240785
1544.8423585298128,-27.872027,-55.0701256
1544.8436311177477,-27.4089673,-55.5800102
1544.8449037077792,-27.6145079,-61.321712
1544.8461762999073,-27.9352208,-59.5214021
1544.847448894132,-27.7800397,-61.9607188
1544.8487214904533,-27.412161,-53.0493728
1544.8499940888712,-27.2954633,-54.7181506
1544.851266689386,-27.3033713,-57.144656
1544.8525392919976,-27.3095143,-62.9901811
1544.8538118967053,-27.2367395,-57.4254087
1544.8550845035102,-27.0254308,-60.8351937
1544.8563571124114,-27.1734887,-57.5231429
1544.8576297234097,-27.3173336,-68.2483101
1544.8589023365041,-26.8772599,-53.3462302
1544.8601749516959,-26.7311855,-56.2956164
1544.8614475689837,-26.9129395,-62.1085152
1544.8627201883687,-26.7477164,-56.1692191
1544.86399280985,-26.5637855,-56.6819029
1544.8652654334285,-26.5444726,-51.4726119
1544.8665380591033,-26.4613812,-52.906594
1544.8678106868751,-26.3756594,-66.1293221
1544.8690833167434,-26.4575267,-68.6843696
1544.8703559487087,-26.4810247,-54.9459873
1544.8716285827704,-26.3644177,-51.0144587
1544.8729012189292,-26.2288507,-54.0967042
1544.8741738571844,-26.0410757,-71.1317961
1544.8754464975366,-26.0201076,-51.4209896
1544.8767191399854,-26.1577153,-63.071286
1544.877991784531,-25.9452262,-69.7747187
1544.8792644311734,-25.8259585,-52.6359552
1544.8805370799128,-25.9519016,-54.0303433
1544.8818097307485,-25.6526281,-53.8868393
1544.8830823836815,-25.3600618,-57.0958535
1544.884355038711,-25.4063378,-70.0828675
1544.8856276958375,-25.3454673,-67.4250586
1544.8869003550603,-25.3898623,-52.7861334
1544.8881730163805,-25.3842004,-53.8632984
1544.889445679797,-25.2179715,-76.967522
1544.890718345311,-25.3471827,-51.8630501
1544.8919910129212,-25.2851996,-59.8627038
1544.8932636826285,-25.0120647,-59.8702504
1544.8945363544324,-25.0001781,-64.9177754
1544.8958090283334,-24.9314493,-58.2786406
1544.897081704331,-24.8653234,-68.9666958
1544.8983543824259,-24.7763538,-71.2941812
